"CONTEXTE";"MATRICE1";"REGION";"SECTEUR";"MOIS";"clust.num"
"2021LSAL01350";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"02";165
"2021LSAL01345";"Surveillance";"Viande porcine";NA;"Alimentation humaine";"02";15
"2021LSAL01344";"Surveillance";"Viande porcine";"Hauts de France";"Alimentation humaine";"02";161
"2021LSAL01129";"Epidémie/Alerte";"Viande porcine";"Hauts de France";"Alimentation humaine";"01";166
"2021LSAL01118";"Programmes de contrôle et d'éradication";"Gallus gallus";"Pays de la Loire";"Santé et production animales";"01";167
"2021LSAL01100";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"01";31
"2021LSAL01084";"Alerte Produit";"Viande provenant d'autres espèces animales ou non spécifiée";"Hauts de France";"Alimentation humaine";"01";168
"2021LSAL00915";"Surveillance";"non spécifié";"Bretagne";"Eco-système";"01";169
"2021LSAL00513";"Plan de surveillance actif";"Aliments composés pour Porcs";"Hauts de France";"Alimentation animale";"12";170
"2021LSAL00508";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"01";31
"2021LSAL00507";"Surveillance";"Viande de mouton";"Provence Alpes Cote d Azur";"Alimentation humaine";"01";171
"2021LSAL00506";"Surveillance";"Viande porcine";"Occitanie";"Alimentation humaine";"01";172
"2021LSAL00505";"Surveillance";"Viande porcine";NA;"Alimentation humaine";"01";17
"2021LSAL00145";"Enquête";"Lait de brebis";"Occitanie";"Alimentation humaine";"12";173
"2021LSAL00140";"Enquête";"Lait de brebis";"Occitanie";"Alimentation humaine";"10";174
"2021LSAL00090";"Surveillance";"Lait de vache";"Bretagne";"Alimentation humaine";"01";175
"2021LSAL00042";"Surveillance";"Lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"12";176
"2021LSAL00017";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"12";177
"2021LSAL00016";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"12";177
"2021LSAL00015";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"12";177
"2021LSAL00014";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"12";177
"2021LSAL00004";"Programmes de contrôle et d'éradication";"Gallus gallus";"DOM";"Santé et production animales";"12";27
"2021LSAL00003";"Programmes de contrôle et d'éradication";"Gallus gallus";"DOM";"Santé et production animales";"12";27
"2020LSAL12014";"Surveillance";"Dindes";"Bourgogne Franche Comte";"Santé et production animales";"12";178
"2020LSAL10446";"Surveillance";"Viande de dinde";"Nouvelle Aquitaine";"Alimentation humaine";"11";179
"2020LSAL10437";"Alerte Produit";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"11";180
"2020LSAL10393";"Surveillance";"Viande porcine";"Grand Est";"Alimentation humaine";"12";181
"2020LSAL10388";"Surveillance";"Aliment pour animaux domestiques";"Bretagne";"Alimentation animale";"11";182
"2020LSAL10380";"Surveillance";"Gallus gallus";"Auvergne Rhone Alpes";"Santé et production animales";"11";183
"2020LSAL10376";"Autre (ex. prestation de service, EILA ..., etc.)";"non spécifié";"Bretagne";"Non spécifié";"12";184
"2020LSAL10375";"Surveillance";"produits laitiers (exception des fromages)";"Bretagne";"Alimentation humaine";"10";185
"2020LSAL10374";"Surveillance";"non spécifié";"Bretagne";"Alimentation humaine";"10";186
"2020LSAL10373";"Autre (ex. prestation de service, EILA ..., etc.)";"non spécifié";"Bretagne";"Non spécifié";"12";184
"2020LSAL10372";"Autre (ex. prestation de service, EILA ..., etc.)";"non spécifié";"Bretagne";"Non spécifié";"12";184
"2020LSAL10371";"Surveillance";"produits laitiers, non précisé";"Bretagne";"Alimentation humaine";"08";187
"2020LSAL10368";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"11";57
"2020LSAL10175";"Programmes de contrôle et d'éradication";"Gallus gallus";"Auvergne Rhone Alpes";"Santé et production animales";"11";188
"2020LSAL10088";"Contrôle autorité (national)";"non spécifié";"Bretagne";"Eco-système";"11";189
"2020LSAL10086";"Contrôle autorité (national)";"non spécifié";"Bretagne";"Eco-système";"10";190
"2020LSAL10085";"Contrôle autorité (national)";"non spécifié";"Bretagne";"Eco-système";"10";190
"2020LSAL10072";"Programmes de contrôle et d'éradication";"Gallus gallus";"DOM";"Santé et production animales";"11";55
"2020LSAL10060";"Surveillance";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"11";191
"2020LSAL10056";"Alerte Produit";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"11";192
"2020LSAL10055";"Alerte Produit";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"11";192
"2020LSAL10054";"Alerte Produit";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"11";192
"2020LSAL08511";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"11";193
"2020LSAL08510";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"11";193
"2020LSAL08509";"Programmes de contrôle et d'éradication";"Gallus gallus";"Bretagne";"Santé et production animales";"11";194
"2020LSAL08491";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"11";60
"2020LSAL06203";"Surveillance";"Gallus gallus";"Bretagne";"Santé et production animales";"11";195
"2020LSAL06202";"Surveillance";"Fromages fabriqués à partir de lait non précisé ou autres laits d'animaux";"Auvergne Rhone Alpes";"Alimentation humaine";"11";196
"2020LSAL05092";"Alerte Produit";"Viande de poulet (Gallus gallus)";"Nouvelle Aquitaine";"Alimentation humaine";"10";197
"2020LSAL05091";"Alerte Produit";"Viande de poulet (Gallus gallus)";"Nouvelle Aquitaine";"Alimentation humaine";"10";197
"2020LSAL05090";"Alerte Produit";"Viande de poulet (Gallus gallus)";"Nouvelle Aquitaine";"Alimentation humaine";"10";197
"2020LSAL02118";"Surveillance";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"11";191
"2020LSAL02116";"Surveillance";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"11";198
"2020LSAL02111";"Surveillance";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"10";199
"2020LSAL02110";"Surveillance";"Lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"10";200
"2020LSAL02109";"Surveillance";"non spécifié";"Auvergne Rhone Alpes";"Eco-système";"10";201
"2020LSAL02108";"Surveillance";"non spécifié";"Auvergne Rhone Alpes";"Eco-système";"10";201
"2020LSAL02107";"Surveillance";"non spécifié";"Auvergne Rhone Alpes";"Eco-système";"10";201
"2020LSAL02101";"Surveillance";"Aliments pour animaux, non précisé";"Bretagne";"Alimentation animale";"10";202
"2020LSAL02100";"Surveillance";"Aliments pour animaux, non précisé";"Bretagne";"Alimentation animale";"10";202
"2020LSAL02085";"Surveillance";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"11";191
"2020LSAL02015";"Surveillance";"non spécifié";"Auvergne Rhone Alpes";"Eco-système";"10";201
"2020LSAL02011";"Surveillance";"non spécifié";"Auvergne Rhone Alpes";"Eco-système";"10";201
"2020LSAL02008";"Surveillance";"Gallus gallus";"Bretagne";"Santé et production animales";"10";203
"2020LSAL02006";"Plan de surveillance actif";"Viande de poulet (Gallus gallus)";"Bretagne";"Alimentation humaine";"10";204
"2020LSAL02001";"Surveillance";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"10";205
"2020LSAL02000";"Programmes de contrôle et d'éradication";"Gallus gallus";"Nouvelle Aquitaine";"Santé et production animales";"10";206
"2020LSAL01999";"Etudes cliniques";"Oiseaux de zoo";"Pays de la Loire";"Santé et production animales";"10";207
"2020LSAL01981";"Autre (ex. prestation de service, EILA ..., etc.)";"non spécifié";NA;"Non spécifié";"10";208
"2020LSAL01913";"Epidémie/Alerte";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"10";209
"2020LSAL01910";"Surveillance";"Lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"09";210
"2020LSAL01909";"Surveillance";"Lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"09";210
"2020LSAL01908";"Surveillance";"Lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"09";210
"2020LSAL01907";"Surveillance";"Lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"09";210
"2020LSAL01906";"Surveillance";"Lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"09";210
"2020LSAL01905";"Surveillance";"Gallus gallus";"Bretagne";"Santé et production animales";"10";203
"2020LSAL01904";"Surveillance";"Gallus gallus";"Bretagne";"Santé et production animales";"10";203
"2020LSAL01903";"Surveillance";"Gallus gallus";"Bretagne";"Santé et production animales";"10";203
"2020LSAL01865";"Surveillance";"Viande de dinde";"Grand Est";"Alimentation humaine";"10";211
"2020LSAL01864";"Surveillance";"Viande de cheval";"Hauts de France";"Alimentation humaine";"10";212
"2020LSAL01819";"Surveillance";"Gallus gallus";"Bretagne";"Santé et production animales";"10";203
"2020LSAL01817";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"10";62
"2020LSAL01816";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"10";62
"2020LSAL01815";"Programmes de contrôle et d'éradication";"Gallus gallus";"Normandie";"Santé et production animales";"10";213
"2020LSAL01809";"Surveillance";"Viande de poulet (Gallus gallus)";"Bretagne";"Alimentation humaine";"10";214
"2020LSAL01808";"Surveillance";"Viande de poulet (Gallus gallus)";"Bretagne";"Alimentation humaine";"10";214
"2020LSAL01774";"Contrôle autorité (national)";"Gallus gallus";"Occitanie";"Santé et production animales";"10";215
"2020LSAL01773";"Contrôle autorité (national)";"Gallus gallus";"Occitanie";"Santé et production animales";"10";215
"2020LSAL01766";"Etudes cliniques";"Solipèdes, domestique";"Bourgogne Franche Comte";"Santé et production animales";"10";216
"2020LSAL01748";"Etudes cliniques";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"10";217
"2020LSAL01747";"Etudes cliniques";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"10";217
"2020LSAL01746";"Etudes cliniques";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"10";217
"2020LSAL01743";"Surveillance";"Viande d'origine bovine";"Nouvelle Aquitaine";"Alimentation humaine";"10";218
"2020LSAL01738";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"09";219
"2020LSAL01737";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"09";219
"2020LSAL01736";"Surveillance";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"07";220
"2020LSAL01732";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"06";221
"2020LSAL01731";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"06";221
"2020LSAL01730";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"06";221
"2020LSAL01729";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"06";221
"2020LSAL01728";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"04";222
"2020LSAL01727";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"04";222
"2020LSAL01726";"Surveillance";"Viande de volailles, non précisé";"Nouvelle Aquitaine";"Alimentation humaine";"06";223
"2020LSAL01717";"Surveillance";"Gallus gallus";"Grand Est";"Santé et production animales";"09";224
"2020LSAL01705";"Surveillance";"Gallus gallus";"Bretagne";"Santé et production animales";"09";93
"2020LSAL01704";"Surveillance";"Gallus gallus";"Bretagne";"Santé et production animales";"09";93
"2020LSAL01699";"Non spécifié";"Viande porcine";"Bretagne";"Alimentation humaine";"09";225
"2020LSAL01687";"Etudes cliniques";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"09";226
"2020LSAL01671";"Surveillance";"Viande porcine";"Hauts de France";"Alimentation humaine";"09";227
"2020LSAL01670";"Surveillance";"Viande porcine";"Hauts de France";"Alimentation humaine";"09";227
"2020LSAL01667";"Plan de surveillance actif";"Viande de poulet (Gallus gallus)";"Pays de la Loire";"Alimentation humaine";"09";228
"2020LSAL01666";"Plan de surveillance actif";"Viande de poulet (Gallus gallus)";"Pays de la Loire";"Alimentation humaine";"09";228
"2020LSAL01641";"Surveillance";"Viande, Viande mixte";"Grand Est";"Alimentation humaine";"09";229
"2020LSAL01635";"Etudes cliniques";"Bovins";"Normandie";"Santé et production animales";"09";230
"2020LSAL01614";"Surveillance";"Viande porcine";"Pays de la Loire";"Alimentation humaine";"04";231
"2020LSAL01613";"Surveillance";"Viande porcine";"Pays de la Loire";"Alimentation humaine";"04";231
"2020LSAL01612";"Surveillance";"Viande porcine";"Pays de la Loire";"Alimentation humaine";"04";231
"2020LSAL01597";"Etudes cliniques";"Bovins";"Normandie";"Santé et production animales";"09";230
"2020LSAL01565";"Etudes cliniques";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"09";226
"2020LSAL01563";"Etudes cliniques";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"08";232
"2020LSAL01520";"Alerte Produit";"Fromages fabriqués à partir de lait non précisé ou autres laits d'animaux";"Auvergne Rhone Alpes";"Alimentation humaine";"09";233
"2020LSAL01513";"Etudes cliniques";"Chèvres";"Nouvelle Aquitaine";"Santé et production animales";"09";234
"2020LSAL01507";"Programmes de contrôle et d'éradication";"Gallus gallus";"Bretagne";"Santé et production animales";"09";235
"2020LSAL01506";"Programmes de contrôle et d'éradication";"Dindes";"Bretagne";"Santé et production animales";"09";86
"2020LSAL01474";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"09";84
"2020LSAL01467";"Programmes de contrôle et d'éradication";"Gallus gallus";"Nouvelle Aquitaine";"Santé et production animales";"09";236
"2020LSAL01464";"Programmes de contrôle et d'éradication";"Gallus gallus";"Hauts de France";"Santé et production animales";"09";237
"2020LSAL01450";"Surveillance";"Viande de dinde";"Ile de France";"Alimentation humaine";"09";238
"2020LSAL01448";"Surveillance";"Viande porcine";"DOM";"Alimentation humaine";"08";239
"2020LSAL01414";"Etudes cliniques";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"08";232
"2020LSAL01413";"Etudes cliniques";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"08";232
"2020LSAL01404";"Surveillance";"Viande de mouton";"Hauts de France";"Alimentation humaine";"08";240
"2020LSAL01401";"Surveillance";"Viande porcine";"Hauts de France";"Alimentation humaine";"08";89
"2020LSAL01382";"Alerte Produit";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"08";241
"2020LSAL01378";"Alerte Produit";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"08";241
"2020LSAL01377";"Alerte Produit";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"08";241
"2020LSAL01376";"Alerte Produit";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"08";241
"2020LSAL01375";"Alerte Produit";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"08";241
"2020LSAL01374";"Alerte Produit";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"08";241
"2020LSAL01373";"Alerte Produit";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"08";241
"2020LSAL01372";"Alerte Produit";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"08";241
"2020LSAL01370";"Programmes de contrôle et d'éradication";"Gallus gallus";"Normandie";"Santé et production animales";"08";242
"2020LSAL01357";"Surveillance";"Viande de dinde";"Centre Val de Loire";"Alimentation humaine";"04";243
"2020LSAL01354";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2020LSAL01353";"Surveillance";"Gallus gallus";"Bretagne";"Santé et production animales";"08";244
"2020LSAL01352";"Surveillance";"Gallus gallus";"Bretagne";"Santé et production animales";"08";244
"2020LSAL01347";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2020LSAL01346";"Surveillance";"Lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";245
"2020LSAL01345";"Surveillance";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"08";41
"2020LSAL01344";"Surveillance";"Viande porcine";"Hauts de France";"Alimentation humaine";"08";89
"2020LSAL01340";"Surveillance";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"07";79
"2020LSAL01318";"Surveillance";"Viande d'origine bovine";"Auvergne Rhone Alpes";"Alimentation humaine";"07";246
"2020LSAL01316";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"08";112
"2020LSAL01309";"Surveillance";"Viande porcine";"Grand Est";"Alimentation humaine";"08";247
"2020LSAL01273";"Surveillance";"Gallus gallus";"Bourgogne Franche Comte";"Santé et production animales";"07";248
"2020LSAL01272";"Surveillance";"Canards";"Nouvelle Aquitaine";"Santé et production animales";"07";249
"2020LSAL01271";"Surveillance";"Canards";"Nouvelle Aquitaine";"Santé et production animales";"07";249
"2020LSAL01260";"Surveillance";"Viande porcine";"Grand Est";"Alimentation humaine";"08";247
"2020LSAL01255";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"08";96
"2020LSAL01249";"Surveillance";"Viande de poulet (Gallus gallus)";"Bretagne";"Alimentation humaine";"08";250
"2020LSAL01248";"Surveillance";"Viande de poulet (Gallus gallus)";"Bretagne";"Alimentation humaine";"08";250
"2020LSAL01247";"Surveillance";"Viande de poulet (Gallus gallus)";"Bretagne";"Alimentation humaine";"08";250
"2020LSAL01245";"Surveillance";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"07";220
"2020LSAL01244";"Surveillance";"Viande porcine";"Nouvelle Aquitaine";"Alimentation humaine";"07";220
"2020LSAL01242";"Surveillance";"Gallus gallus";"Bretagne";"Santé et production animales";"08";244
"2020LSAL01193";"Surveillance";"Matières premières d'origine oléagineuse";"Occitanie";"Alimentation animale";"02";251
"2020LSAL01192";"Alerte Produit";"Viande de dinde";"Pays de la Loire";"Alimentation humaine";"07";252
"2020LSAL01191";"Alerte Produit";"Viande de dinde";"Pays de la Loire";"Alimentation humaine";"07";252
"2020LSAL01190";"Alerte Produit";"Viande de dinde";"Pays de la Loire";"Alimentation humaine";"07";252
"2020LSAL01189";"Alerte Produit";"Viande de dinde";"Pays de la Loire";"Alimentation humaine";"07";252
"2020LSAL01188";"Alerte Produit";"Viande de dinde";"Pays de la Loire";"Alimentation humaine";"07";252
"2020LSAL01187";"Alerte Produit";"Viande de dinde";"Pays de la Loire";"Alimentation humaine";"07";252
"2020LSAL01186";"Alerte Produit";"Viande de dinde";"Pays de la Loire";"Alimentation humaine";"07";252
"2020LSAL01185";"Alerte Produit";"Viande de dinde";"Pays de la Loire";"Alimentation humaine";"07";252
"2020LSAL01184";"Alerte Produit";"Viande de dinde";"Pays de la Loire";"Alimentation humaine";"07";252
"2020LSAL01183";"Alerte Produit";"Viande de dinde";"Pays de la Loire";"Alimentation humaine";"07";252
"2020LSAL01182";"Alerte Produit";"Viande de dinde";"Pays de la Loire";"Alimentation humaine";"07";252
"2020LSAL01112";"Surveillance";"Viande de dinde";"Nouvelle Aquitaine";"Alimentation humaine";"07";253
"2020LSAL01111";"Surveillance";"Viande de dinde";"Nouvelle Aquitaine";"Alimentation humaine";"07";253
"2020LSAL01110";"Surveillance";"Viande de dinde";"Nouvelle Aquitaine";"Alimentation humaine";"07";253
"2020LSAL01109";"Surveillance";"Viande de dinde";"Nouvelle Aquitaine";"Alimentation humaine";"07";253
"2020LSAL01108";"Surveillance";"Viande de dinde";"Nouvelle Aquitaine";"Alimentation humaine";"07";253
"2020LSAL01100";"Surveillance";"Gallus gallus";"Bretagne";"Santé et production animales";"07";254
"2020LSAL01096";"Surveillance";"Viande de sanglier";"Nouvelle Aquitaine";"Alimentation humaine";"07";255
"2020LSAL01095";"Etudes cliniques";"Chèvres";"Occitanie";"Santé et production animales";"05";256
"2020LSAL01094";"Etudes cliniques";"Chèvres";"Occitanie";"Santé et production animales";"05";256
"2020LSAL01057";"Surveillance";"Viande, Viande mixte";"Nouvelle Aquitaine";"Alimentation humaine";"06";257
"2020LSAL01056";"Surveillance";"Volailles, non précisé";"Nouvelle Aquitaine";"Santé et production animales";"03";258
"2020LSAL01053";"Surveillance";"Viande porcine";"Hauts de France";"Alimentation humaine";"07";259
"2020LSAL01040";"Contrôle autorité (national)";"non spécifié";"Bretagne";"Eco-système";"07";260
"2020LSAL01039";"Programmes de contrôle et d'éradication";"Gallus gallus";"Bretagne";"Santé et production animales";"07";261
"2020LSAL01037";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"07";262
"2020LSAL01023";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"06";127
"2020LSAL01016";"Surveillance";"Viande porcine";"Hauts de France";"Alimentation humaine";"07";259
"2020LSAL01012";"Programmes de contrôle et d'éradication";"Gallus gallus";"Occitanie";"Santé et production animales";"07";263
"2020LSAL01011";"Programmes de contrôle et d'éradication";"Gallus gallus";"Occitanie";"Santé et production animales";"07";263
"2020LSAL01009";"Programmes de contrôle et d'éradication";"Gallus gallus";"Bretagne";"Santé et production animales";"07";261
"2020LSAL00994";"Surveillance";"Viande de poulet (Gallus gallus)";"Nouvelle Aquitaine";"Alimentation humaine";"04";264
"2020LSAL00982";"Surveillance";"Lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"07";265
"2020LSAL00968";"Surveillance";"Viande porcine";"Bourgogne Franche Comte";"Alimentation humaine";"03";266
"2020LSAL00949";"Surveillance";"Gallus gallus";"Bretagne";"Santé et production animales";"05";267
"2020LSAL00927";"Surveillance";"non spécifié";"Normandie";"Eco-système";"07";268
"2020LSAL00922";"Surveillance";"Viande porcine";"Bretagne";"Alimentation humaine";"06";269
"2020LSAL00912";"Alerte Produit";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"06";270
"2020LSAL00911";"Surveillance";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"06";271
"2020LSAL00892";"Etudes cliniques";"Porcs";"Occitanie";"Santé et production animales";"04";272
"2020LSAL00866";"Surveillance";"Aliments pour animaux, non précisé";"Bretagne";"Alimentation animale";"02";273
"2020LSAL00854";"Surveillance";"Viande de canard";"Occitanie";"Alimentation humaine";"06";274
"2020LSAL00846";"Surveillance";"Gallus gallus";"Pays de la Loire";"Santé et production animales";"06";275
"2020LSAL00802";"Surveillance";"non spécifié";"Auvergne Rhone Alpes";"Eco-système";"03";276
"2020LSAL00798";"Etudes cliniques";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"06";277
"2020LSAL00795";"Alerte Produit";"Oiseaux sauvages";"Auvergne Rhone Alpes";"Santé et production animales";"06";278
"2020LSAL00794";"Alerte Produit";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"06";270
"2020LSAL00793";"Alerte Produit";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"06";270
"2020LSAL00792";"Alerte Produit";"Oiseaux sauvages";"Auvergne Rhone Alpes";"Santé et production animales";"06";278
"2020LSAL00791";"Alerte Produit";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"06";270
"2020LSAL00790";"Alerte Produit";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"06";279
"2020LSAL00789";"Alerte Produit";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"04";140
"2020LSAL00788";"Non spécifié";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"05";280
"2020LSAL00787";"Alerte Produit";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"04";140
"2020LSAL00786";"Non spécifié";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"04";281
"2020LSAL00785";"Alerte Produit";"Bovins";"Auvergne Rhone Alpes";"Santé et production animales";"04";140
"2020LSAL00784";"Alerte Produit";"Fromages fabriqués à partir de lait de vache";"Auvergne Rhone Alpes";"Alimentation humaine";"04";141
"2020LSAL00767";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"06";221
"2020LSAL00760";"Surveillance";"non spécifié";"Nouvelle Aquitaine";"Alimentation humaine";"06";282
"2020LSAL00758";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"06";221
"2020LSAL00757";"Surveillance";"Viande de canard";"Nouvelle Aquitaine";"Alimentation humaine";"06";221
"2020LSAL00724";"Etudes cliniques";"Canards";"Nouvelle Aquitaine";"Santé et production animales";"02";283
"2020LSAL00720";"Programmes de contrôle et d'éradication";"Gallus gallus";"Pays de la Loire";"Santé et production animales";"06";284
"2020LSAL00697";"Alerte Produit";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"05";131
"2020LSAL00668";"Epidémie/Alerte";"Viande porcine";"Bourgogne Franche Comte";"Alimentation humaine";"03";285
"2020LSAL00660";"Surveillance";"Sangliers sauvages";"Occitanie";"Santé et production animales";"03";286
"2020LSAL00657";"Surveillance";"Viande porcine";"Grand Est";"Alimentation humaine";"02";287
"2020LSAL00638";"Surveillance";"Bovins";"Bretagne";"Santé et production animales";"02";288
"2020LSAL00637";"Surveillance";"Bovins";"Bretagne";"Santé et production animales";"02";288
"2020LSAL00634";"Surveillance";"Viande d'origine bovine";"Provence Alpes Cote d Azur";"Alimentation humaine";"02";163
"2020LSAL00572";"Surveillance";"Viande porcine";"Auvergne Rhone Alpes";"Alimentation humaine";"02";289
"2020LSAL00571";"Surveillance";"Viande porcine";NA;"Alimentation humaine";"02";15
"2020LSAL00552";"Programmes de contrôle et d'éradication";"Gallus gallus";"Bretagne";"Santé et production animales";"02";290
"2020LSAL00550";"Etudes cliniques";"Chèvres";"Provence Alpes Cote d Azur";"Santé et production animales";"02";291
"2020LSAL00549";"Etudes cliniques";"Chèvres";"Provence Alpes Cote d Azur";"Santé et production animales";"02";291
"2020LSAL00539";"Programmes de contrôle et d'éradication";"Gallus gallus";"Pays de la Loire";"Santé et production animales";"12";292
"2020LSAL00538";"Programmes de contrôle et d'éradication";"Gallus gallus";"Pays de la Loire";"Santé et production animales";"09";293
"2020LSAL00534";"Surveillance";"Viande porcine";"Bourgogne Franche Comte";"Alimentation humaine";"01";294
"2020LSAL00515";"Etudes cliniques";"Bovins";"Occitanie";"Santé et production animales";"01";295
"2020LSAL00506";"Etudes cliniques";"Bovins";NA;"Santé et production animales";"12";40
"2020LSAL00493";"Surveillance";"Viande porcine";"Occitanie";"Alimentation humaine";"02";296
"2020LSAL00487";"Surveillance";"Viande de dinde";"Ile de France";"Alimentation humaine";"02";297
"2020LSAL00471";"Programmes de contrôle et d'éradication";"Gallus gallus";NA;"Santé et production animales";"02";21
"2020LSAL00470";"Programmes de contrôle et d'éradication";"Gallus gallus";"DOM";"Santé et production animales";"01";298
"2020LSAL00468";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"02";299
"2020LSAL00457";"Surveillance";"Viande porcine";"Provence Alpes Cote d Azur";"Alimentation humaine";"01";31
"2020LSAL00456";"Surveillance";"Porcs";"Bretagne";"Santé et production animales";"02";300
"2020LSAL00454";"Alerte Produit";"Viande porcine";"Hauts de France";"Alimentation humaine";"02";301
